time,Actual,Simulation,MAE,MSE,-0.046438257,0.162064326,,MAE %,MSE %,MRD,Coe,R-square
10:08,13.12695,12.88756,1.823652867,0.057307572,0.23939,0.23939,,,,,,
10:10,13.11845,12.898685,1.675236023,0.048296655,0.219765,0.219765,,,,,,
10:12,13.08097,12.857985,1.704651872,0.04972231,0.222985,0.222985,,,,,,
10:14,13.05044,12.839445,1.616765412,0.04451889,0.210995,0.210995,,,,,,
10:16,13.00383,12.799695,1.569806742,0.041671098,0.204135,0.204135,,,,,,
10:18,12.93398,12.745445,1.457671962,0.035545446,0.188535,0.188535,,,,,,
10:20,13.26071,12.988065,2.056036215,0.074335296,0.272645,0.272645,,,,,,
10:22,13.06538,12.911135,1.180562678,0.02379152,0.154245,0.154245,,,,,,
10:24,12.94414,12.801265,1.103781325,0.020413266,0.142875,0.142875,,,,,,
10:26,13.04215,12.82479,1.666596382,0.04724537,0.21736,0.21736,,,,,,
10:28,13.13685,12.907955,1.742388777,0.052392921,0.228895,0.228895,,,,,,
10:30,13.17217,12.97906,1.466045458,0.037291472,0.19311,0.19311,,,,,,
10:32,13.12303,12.93454,1.436329872,0.03552848,0.18849,0.18849,,,,,,
10:34,13.07871,12.9102,1.288429822,0.02839562,0.16851,0.16851,,,,,,
10:36,13.03583,12.887745,1.135984437,0.021929167,0.148085,0.148085,,,,,,
10:38,13.15179,12.972765,1.361221552,0.032049951,0.179025,0.179025,,,,,,
10:40,13.12398,12.961015,1.241734596,0.026557591,0.162965,0.162965,,,,,,
