time,Actual,Stope,Station,General station,,105 flow,,98,102,105,109,113
17:52,9.13021,9.13021,9.09508,9.13021,1,5.495659722,20.45173611,4.223958333,2.651388889,5.495659722,3.515625,4.565104167
17:54,9.02556,9.02556,8.98212,9.02556,1,5.495659722,20.44479167,4.223958333,2.651388889,5.495659722,3.515625,4.558159722
17:56,8.93243,8.93243,8.9215,8.93243,1,5.422743056,20.31727431,4.210069444,2.651475694,5.422743056,3.514756944,4.518229167
17:58,8.79307,8.79307,8.76828,8.79307,1,5.422743056,20.27560764,4.210069444,2.651475694,5.422743056,3.514756944,4.4765625
18:00,8.72639,8.72639,8.6723,8.72639,1,5.422743056,20.24869792,4.210069444,2.651475694,5.422743056,3.514756944,4.449652778
18:02,8.70714,8.48651,8.68289,7.685886448,0.90565927,5.422743056,20.18967014,4.210069444,2.651475694,5.422743056,3.514756944,4.390625
18:04,8.80305,8.3875,8.72932,6.90948263,0.823783324,5.401909722,20.16527778,4.206597222,2.663541667,5.401909722,3.532986111,4.360243056
18:06,8.94099,8.51776,8.25175,7.013410583,0.823386733,5.401909722,20.15486111,4.206597222,2.663541667,5.401909722,3.532986111,4.349826389
18:08,8.97223,8.54984,8.28859,7.04813371,0.824358551,5.401909722,20.15399306,4.206597222,2.663541667,5.401909722,3.532986111,4.348958333
18:10,9.00578,8.58378,8.24049,7.082404962,0.825091622,5.401909722,20.16354167,4.206597222,2.663541667,5.401909722,3.532986111,4.358506944
18:12,9.08383,8.65916,8.33545,7.14608544,0.825263125,5.400173611,20.18411458,4.191840278,2.633767361,5.400173611,3.585069444,4.373263889
18:14,9.03611,8.60939,8.32631,7.087022146,0.823173552,5.400173611,20.22057292,4.191840278,2.633767361,5.400173611,3.585069444,4.409722222
18:16,8.94856,8.53131,8.18402,7.043074675,0.825556061,5.400173611,20.20321181,4.191840278,2.633767361,5.400173611,3.585069444,4.392361111
18:18,8.94674,8.52915,8.2169,7.040544076,0.825468432,5.400173611,20.19279514,4.191840278,2.633767361,5.400173611,3.585069444,4.381944444
18:20,8.99145,8.57429,8.2381,7.083709147,0.826156935,5.3984375,20.22798032,4.207465278,2.646961806,5.3984375,3.560763889,4.414351852
18:22,9.01616,8.59706,8.28287,7.104461922,0.826382731,5.3984375,20.16345486,4.207465278,2.646961806,5.3984375,3.560763889,4.349826389
