time,Actual,Simulation,MAE,MSE,0.21989575,0.430133972,MAE %,MSE ,MR %,Coef,R-square
22:38,41.525,41.27602,0.599590608,0.06199104,0.24898,0.24898,,,,,
22:40,41.725,41.54286,0.436524865,0.03317498,0.18214,0.18214,,,,,
22:42,41.6625,41.49048,0.412889289,0.02959088,0.17202,0.17202,,,,,
22:44,41.55,41.36336,0.449193742,0.03483449,0.18664,0.18664,,,,,
22:46,41.55,41.32986,0.529819495,0.04846162,0.22014,0.22014,,,,,
22:48,41.55,41.39809,0.365607702,0.023076648,0.15191,0.15191,,,,,
22:50,41.6625,41.49114,0.411305131,0.02936425,0.17136,0.17136,,,,,
22:52,41.575,41.34973,0.541840048,0.050746573,0.22527,0.22527,,,,,
22:54,42.075,41.79273,0.67087344,0.079676353,0.28227,0.28227,,,,,
22:56,42.45,42.09529,0.835594817,0.125819184,0.35471,0.35471,,,,,
22:58,42.275,42.02096,0.600922531,0.064536322,0.25404,0.25404,,,,,
23:00,42.5625,42.21771,0.810079295,0.118880144,0.34479,0.34479,,,,,
23:02,42.9375,42.62465,0.728617176,0.097875122,0.31285,0.31285,,,,,
23:04,42.7375,42.42475,0.731792922,0.097812562,0.31275,0.31275,,,,,
23:06,42.5875,42.19898,0.912286469,0.15094779,0.38852,0.38852,,,,,
23:08,42.975,42.57987,0.919441536,0.156127717,0.39513,0.39513,,,,,
23:10,42.7125,42.33162,0.891729587,0.145069574,0.38088,0.38088,,,,,
23:12,42.675,42.30157,0.875055653,0.139449965,0.37343,0.37343,,,,,
23:14,42.8875,42.50846,0.883800641,0.143671322,0.37904,0.37904,,,,,
23:16,42.8875,42.40276,1.1302594,0.234972868,0.48474,0.48474,,,,,
23:18,42.8,42.29332,1.183831776,0.256724622,0.50668,0.50668,,,,,
23:20,42.5375,42.29159,0.578101675,0.060471728,0.24591,0.24591,,,,,
23:22,42.425,42.13054,0.694071892,0.086706692,0.29446,0.29446,,,,,
23:24,42.675,42.23211,1.037820738,0.196151552,0.44289,0.44289,,,,,
23:26,42.5,42.15894,0.802494118,0.116321924,0.34106,0.34106,,,,,
23:28,42.5875,42.16022,1.00329909,0.182568198,0.42728,0.42728,,,,,
23:30,43.1125,42.72491,0.899020006,0.150226008,0.38759,0.38759,,,,,
23:32,42.8875,42.47213,0.968510638,0.172532237,0.41537,0.41537,,,,,
23:34,42.975,42.61145,0.845956952,0.132168603,0.36355,0.36355,,,,,
23:36,43.4,42.88392,1.189124424,0.266338566,0.51608,0.51608,,,,,
23:38,43.4375,43.05465,0.881381295,0.146574122,0.38285,0.38285,,,,,
23:40,43.1125,42.68622,0.98876196,0.181714638,0.42628,0.42628,,,,,
23:42,42.975,42.22319,1.749412449,0.565218276,0.75181,0.75181,,,,,
23:44,42.5875,42.04562,1.272392134,0.293633934,0.54188,0.54188,,,,,
23:46,42.8875,42.39261,1.153925969,0.244916112,0.49489,0.49489,,,,,
23:48,42.8875,42.82159,0.153681143,0.004344128,0.06591,0.06591,,,,,
23:50,42.8875,42.76173,0.293255611,0.015818093,0.12577,0.12577,,,,,
23:52,42.8875,42.76525,0.285048091,0.014945063,0.12225,0.12225,,,,,
23:54,42.8875,42.76645,0.282250073,0.014653103,0.12105,0.12105,,,,,
23:56,42.8875,42.76787,0.278939085,0.014311337,0.11963,0.11963,,,,,
23:58,42.8875,42.76888,0.276584086,0.014070704,0.11862,0.11862,,,,,
